solr-1.node,1.1.1.1:8983_solr
coll35B_shard1_replica1,551,561KB
coll35C_shard1_replica1,9.6K,4.1MB
coll35D_shard1_replica1,52,150KB
coll35E_shard1_replica1,49,177KB
coll35F_shard1_replica1,49.0K,26.0MB
coll360_shard1_replica1,14.6K,10.9MB
coll361_shard1_replica1,138,150KB
coll362_shard1_replica1,75.8K,39.8MB
coll363_shard1_replica1,8.5K,5.7MB
coll364_shard1_replica1,72.8K,36.4MB
coll365_shard1_replica1,95.4K,41.7MB
coll366_shard1_replica1,3.2K,2.5MB
coll367_shard1_replica1,119K,77.5MB
coll368_shard1_replica1,568K,295MB
coll369_shard1_replica1,7.9K,3.8MB
coll36A_shard1_replica1,122K,65.8MB
coll36B_shard1_replica1,9,77.9KB
coll36C_shard1_replica1,804,438KB
coll36D_shard1_replica1,334,380KB
coll36E_shard1_replica1,62,123KB
coll36F_shard1_replica1,19.3K,8.2MB
coll370_shard1_replica1,6,53.6KB
coll371_shard1_replica1,119,276KB
coll372_shard1_replica1,3,25.7KB
coll373_shard1_replica1,3,27.9KB
coll374_shard1_replica1,3,33.1KB
coll375_shard1_replica1,6,29.5KB
coll376_shard1_replica1,49,265KB
coll377_shard1_replica1,3,31.6KB
coll378_shard1_replica1,728,2.1MB
coll379_shard1_replica1,10,86.6KB
coll37A_shard1_replica1,85,66.3KB
coll37B_shard1_replica1,154K,89.8MB
coll37C_shard1_replica1,833,485KB
coll37D_shard1_replica1,18,129KB
coll37E_shard1_replica1,3,32.9KB
coll37F_shard1_replica1,11,105KB
coll380_shard1_replica1,15,129KB
coll381_shard1_replica1,59,240KB
coll382_shard1_replica1,14.7M,8.2GB
coll383_shard1_replica1,406,330KB
coll384_shard1_replica1,3,23.8KB
coll385_shard1_replica1,616,507KB
coll386_shard1_replica1,787,474KB
coll387_shard1_replica1,9,74.1KB
coll388_shard1_replica1,3,25.5KB
coll389_shard1_replica1,3,27.8KB
coll38A_shard1_replica1,68,174KB
coll38B_shard1_replica1,52,237KB
coll38C_shard1_replica1,15.0K,8.3MB
coll38D_shard1_replica1,286,396KB
coll38E_shard1_replica1,6,72.2KB
coll38F_shard1_replica1,3,41.9KB
solr-7.node,7.7.7.7:8983_solr
coll390_shard1_replica2,6,48.8KB
coll391_shard1_replica2,6,52.3KB
coll392_shard1_replica2,3,23.9KB
coll393_shard1_replica2,15,117KB
coll394_shard1_replica2,26,230KB
coll395_shard1_replica2,45,200KB
coll396_shard1_replica2,974,821KB
coll397_shard1_replica2,12,113KB
coll13_shard1_0_0_1_replica1,12.9M,5.5GB
coll398_shard1_replica2,383,334KB
coll399_shard1_replica2,75,203KB
coll39A_shard1_replica2,679,474KB
coll15_shard1_0_1_1_0_0_replica2,5.5M,6.5GB
coll15_shard1_0_1_1_0_1_replica2,5.3M,4.0GB
coll15_shard1_0_1_1_1_0_replica2,5.8M,7.3GB
coll15_shard1_0_1_1_1_1_replica2,5.5M,3.6GB
coll39B_shard1_replica2,214,206KB
coll39C_shard1_replica2,3,23.4KB
coll39D_shard1_replica2,68,99.2KB
coll39E_shard1_replica2,32,43.6KB
coll39F_shard1_replica2,39,117KB
coll3A0_shard1_replica2,3,31.4KB
coll3A1_shard1_replica2,586,406KB
coll3A2_shard1_replica2,6,53.7KB
coll3A3_shard1_replica2,242,151KB
coll3A4_shard1_replica2,18,136KB
coll3A5_shard1_replica1,121K,70.2MB
coll3A6_shard1_replica1,113,280KB
coll3A7_shard1_replica1,12.7K,4.5MB
coll3A8_shard1_replica1,32,69.0KB
coll23_shard1_0_1_1_0_replica2,14.3M,13.1GB
coll23_shard1_0_1_1_1_replica2,14.5M,13.1GB
coll3A9_shard1_replica1,146K,89.5MB
coll2C_shard1_0_1_1_0_replica2,8.4M,6.3GB
coll2C_shard1_0_1_1_1_replica2,8.3M,6.2GB
coll2F_shard1_1_0_0_0_replica2,6.2M,3.8GB
coll2F_shard1_1_0_0_1_replica2,5.9M,4.2GB
coll31_shard1_0_0_0_1_0_replica2,9.2M,5.4GB
coll31_shard1_1_0_0_1_0_replica2,8.3M,7.7GB
coll31_shard1_1_0_0_1_1_replica2,8.9M,6.7GB
coll31_shard1_1_0_1_0_1_replica2,8.3M,7.2GB
coll32_shard1_1_0_0_0_0_replica1,11.6M,6.6GB
coll32_shard1_1_0_0_0_1_replica1,10.6M,6.1GB
coll32_shard1_1_0_0_1_0_replica1,12.1M,6.8GB
coll32_shard1_1_0_0_1_1_replica1,13.8M,7.6GB
coll35_shard1_0_1_1_1_replica2,4.5M,2.3GB
coll35_shard1_1_0_1_1_replica1,4.4M,2.4GB
coll3A_shard1_1_0_1_0_replica2,7.6M,3.8GB
coll3A_shard1_1_0_1_1_replica2,7.3M,3.7GB
coll3AA_shard1_replica1,529K,370MB
coll3C_shard1_1_0_1_0_replica2,11.4M,7.6GB
coll3C_shard1_1_0_1_1_replica2,10.6M,7.0GB
coll3E_shard1_0_1_0_0_replica2,7.1M,6.2GB
coll3E_shard1_0_1_0_1_replica2,6.5M,5.9GB
solr-8.node,8.8.8.8:8983_solr
coll7A_shard1_1_1_replica2,18.4M,10.9GB
coll13_shard1_0_1_1_replica1,12.8M,5.4GB
coll15_shard1_1_0_1_0_0_replica2,5.5M,3.6GB
coll15_shard1_1_0_1_0_1_replica2,5.4M,7.1GB
coll15_shard1_1_0_1_1_0_replica2,5.5M,7.2GB
coll15_shard1_1_0_1_1_1_replica2,5.4M,7.1GB
coll3AB_shard1_replica1,11.1K,5.1MB
coll3AC_shard1_replica2,88.7K,43.2MB
coll3AD_shard1_replica1,90.4K,51.2MB
coll3AE_shard1_replica1,37.8K,25.4MB
coll23_shard1_1_0_1_0_replica2,15.2M,12.5GB
coll23_shard1_1_0_1_1_replica2,15.0M,14.1GB
coll3AF_shard1_replica1,128K,81.2MB
coll2C_shard1_1_1_0_0_replica2,8.3M,6.3GB
coll2C_shard1_1_1_0_1_replica2,8.4M,5.8GB
coll2F_shard1_1_0_1_0_replica1,5.9M,4.3GB
coll2F_shard1_1_0_1_1_replica1,6.0M,4.3GB
coll31_shard1_1_0_0_0_1_replica2,7.9M,7.2GB
coll31_shard1_1_0_1_1_0_replica2,8.4M,7.8GB
coll31_shard1_1_0_1_1_1_replica2,8.2M,7.6GB
coll31_shard1_1_1_0_0_1_replica2,7.6M,7.1GB
coll32_shard1_1_0_1_0_0_replica1,11.0M,6.3GB
coll32_shard1_1_0_1_0_1_replica1,11.3M,6.3GB
coll32_shard1_1_0_1_1_0_replica1,11.5M,6.5GB
coll32_shard1_1_0_1_1_1_replica1,11.9M,6.7GB
coll35_shard1_1_1_0_0_replica2,4.5M,2.6GB
coll35_shard1_1_1_0_1_replica2,4.5M,2.5GB
coll3A_shard1_0_1_1_0_replica2,7.5M,3.8GB
coll3A_shard1_0_1_1_1_replica2,7.3M,3.6GB
coll3C_shard1_1_1_0_1_0_replica2,5.2M,3.4GB
coll3C_shard1_1_1_0_1_1_replica2,5.5M,3.6GB
coll3C_shard1_1_1_1_1_replica2,10.4M,8.9GB
coll3E_shard1_1_1_1_0_replica2,6.9M,6.0GB
coll3E_shard1_1_1_1_1_replica2,5.9M,5.2GB
solr-9.node,9.9.9.9:8983_solr
coll13_shard1_1_0_1_replica1,9.9M,4.3GB
coll15_shard1_1_1_1_0_0_replica2,5.5M,4.4GB
coll15_shard1_1_1_1_0_1_replica2,5.4M,4.9GB
coll15_shard1_1_1_1_1_0_replica2,5.5M,7.2GB
coll15_shard1_1_1_1_1_1_replica2,5.4M,4.1GB
coll3B0_shard1_replica1,5,23.9KB
coll3B1_shard1_replica2,59.9K,32.0MB
coll3B2_shard1_replica1,973,733KB
coll3B3_shard1_replica1,31.4K,29.3MB
coll3B4_shard1_replica1,125,343KB
coll3B5_shard1_replica1,8.2K,6.3MB
coll3B6_shard1_replica1,140K,93.7MB
coll3B7_shard1_replica1,3.6K,901KB
coll3B8_shard1_replica1,41,277KB
coll23_shard1_1_1_1_0_replica2,14.7M,13.3GB
coll23_shard1_1_1_1_1_replica2,15.0M,12.4GB
coll2C_shard1_1_1_1_0_replica2,8.2M,6.2GB
coll2C_shard1_1_1_1_1_replica2,8.3M,6.3GB
coll2F_shard1_1_1_0_0_replica2,6.0M,3.9GB
coll2F_shard1_1_1_0_1_replica2,6.0M,3.8GB
coll31_shard1_0_1_1_1_0_replica2,8.2M,7.3GB
coll31_shard1_1_1_0_0_0_replica2,8.7M,5.1GB
coll31_shard1_1_1_0_1_0_replica2,8.1M,7.1GB
coll31_shard1_1_1_0_1_1_replica2,8.5M,7.9GB
coll32_shard1_1_1_1_0_0_replica1,11.3M,6.4GB
coll32_shard1_1_1_1_0_1_replica1,10.3M,5.9GB
coll32_shard1_1_1_1_1_0_replica1,11.0M,6.3GB
coll32_shard1_1_1_1_1_1_replica1,12.0M,6.8GB
coll35_shard1_1_1_1_0_replica2,4.2M,2.2GB
coll35_shard1_1_1_1_1_replica2,5.0M,2.5GB
coll3A_shard1_1_1_1_0_replica2,7.7M,3.9GB
coll3A_shard1_1_1_1_1_replica2,7.1M,3.5GB
coll3C_shard1_0_0_1_0_replica2,10.6M,7.1GB
coll3C_shard1_0_0_1_1_replica2,10.8M,9.0GB
coll3E_shard1_1_0_1_0_replica2,6.2M,5.6GB
coll3E_shard1_1_0_1_1_replica2,6.8M,5.4GB

